,finance_balance,margin_balance,currency,north_money,north_money_net,rate
2021-05-28,15593.97,1556.32,6.3858,535.144,-5.262499999999989,0.0089
2021-05-31,15695.52,1569.5,6.3682,552.0425,52.108000000000004,0.0033
2021-06-01,15775.14,1573.27,6.3572,545.7891,11.026699999999977,-0.0098
2021-06-02,15789.13,1536.4,6.3773,491.2022,-20.13839999999999,-0.0043
2021-06-03,15799.88,1519.66,6.3811,493.5457,15.211400000000026,0.0053
2021-06-04,15773.92,1516.78,6.4072,538.7005,30.669700000000034,0.0024
2021-06-07,15850.8,1510.94,6.3963,447.9902,-39.71769999999998,-0.0067
2021-06-08,15857.14,1488.41,6.3909,542.8888,3.0082000000000164,0.0019
2021-06-09,15865.1,1479.92,6.3956,486.3062,28.13730000000001,0.0088
2021-06-10,15910.66,1499.9,6.3972,572.3899,68.20300000000003,-0.0055000000000000005
2021-06-11,15871.54,1481.9,6.3856,680.0817,-30.320699999999988,-0.0095
2021-06-15,15943.8,1462.75,6.407,521.745,-51.53690000000003,-0.0176
2021-06-16,15893.15,1443.87,6.4078,532.9286,-4.0516999999999825,0.009000000000000001
2021-06-17,15922.43,1476.89,6.4298,501.18469999999996,15.937099999999958,0.0058
2021-06-18,15949.15,1485.45,6.4361,632.1141,-10.3981,0.0044
2021-06-21,16019.4,1487.55,6.4546,555.2223,-20.091300000000018,0.0060999999999999995
2021-06-22,16081.14,1509.11,6.4613,541.5919,-24.12949999999998,0.0066
2021-06-23,16116.5,1530.83,6.4621,620.4263000000001,81.98480000000004,-0.0025
2021-06-24,16128.9,1530.06,6.4824,540.8148,30.971799999999973,0.0118
2021-06-25,16118.08,1559.12,6.4744,659.9601,141.0305,0.004699999999999999
2021-06-28,16207.9,1564.11,6.4578,277.21799999999996,-40.5531,-0.0083
2021-06-29,16246.87,1546.58,6.4567,527.8593,-31.39220000000003,0.0089
2021-07-02,16160.33,1522.24,6.4712,626.9678,-86.02519999999998,0.0063
2021-07-05,16223.55,1539.4,6.4695,593.6375,59.18949999999998,-0.0015
2021-07-06,16222.19,1537.65,6.4613,651.8322000000001,-0.601600000000019,0.013500000000000002
2021-07-07,16291.25,1569.65,6.4762,629.8462999999999,43.726699999999994,-0.0049
2021-07-08,16336.52,1570.91,6.4705,633.2411,-17.010599999999954,0.001
2021-07-09,16355.47,1572.01,6.4755,645.4341,-2.1123999999999796,0.0154
2021-07-12,16445.32,1599.18,6.4785,681.01,16.42040000000003,0.0040999999999999995
2021-07-13,16498.0,1594.41,6.4757,667.5446,25.787900000000036,-0.0109
2021-07-14,16504.86,1566.45,6.4806,622.1267,-108.05850000000004,0.0083
2021-07-15,16500.88,1580.22,6.464,714.6851,123.98170000000005,-0.008199999999999999
2021-07-16,16469.37,1569.08,6.4705,626.9148,-41.44439999999997,-0.0006
2021-07-19,16485.85,1559.42,6.47,665.5416,43.74139999999994,0.0015
2021-07-20,16504.47,1559.02,6.4855,565.6212,30.63829999999996,0.0129
2021-07-21,16590.0,1576.21,6.4835,644.7274,31.17180000000002,0.0042
2021-07-22,16663.45,1596.16,6.4651,695.0017,59.26640000000003,-0.0108
2021-07-23,16649.92,1583.98,6.465,674.1476,-46.594899999999996,-0.0225
2021-07-26,16679.01,1548.91,6.4763,780.1197999999999,-128.01730000000003,-0.030299999999999997
2021-07-27,16599.99,1513.19,6.4734,851.8489,-41.71889999999996,-0.0068000000000000005
2021-07-28,16443.58,1508.79,6.4929,899.9513,80.52820000000003,0.0258
2021-07-29,16483.03,1555.39,6.4942,797.1686,42.279600000000016,-0.0014000000000000002
2021-07-30,16473.72,1555.72,6.4602,778.1156,22.471599999999967,0.021
2021-08-02,16588.69,1583.85,6.466,885.3336999999999,51.838599999999985,-0.0062
2021-08-03,16576.2,1577.13,6.461,788.7173,17.99150000000003,0.015300000000000001
2021-08-04,16658.46,1609.26,6.4655,729.4371,55.45740000000001,-0.005
2021-08-05,16701.34,1616.0,6.4691,661.0014,-19.653200000000027,-0.0017000000000000001
2021-08-06,16706.77,1619.12,6.4625,630.3955,-4.744000000000028,0.0073
2021-08-09,16770.03,1627.98,6.484,695.4069,44.66129999999998,0.0105
2021-08-10,16784.82,1642.01,6.4842,696.905,10.417099999999948,0.0009
2021-08-11,16856.99,1645.15,6.4831,613.2925,-28.15259999999995,-0.0025
2021-08-12,16925.77,1650.62,6.4754,597.3129,-1.7831999999999653,-0.0033
2021-08-13,16897.66,1641.8,6.4799,608.8487,-12.380899999999968,-0.0040999999999999995
2021-08-16,16912.27,1636.11,6.4717,618.0357,62.016099999999994,-0.0229
2021-08-17,16825.98,1596.94,6.4765,675.632,14.74109999999996,0.0102
2021-08-18,16838.79,1633.19,6.4915,663.2581,34.32499999999999,-0.001
2021-08-19,16820.69,1636.13,6.4853,604.4407,-107.8313,-0.0108
2021-08-20,16794.51,1616.25,6.4984,671.1793,-108.16020000000003,0.0192
2021-08-23,16932.87,1652.83,6.4969,666.2065,18.31310000000002,0.0096
2021-08-24,16981.43,1672.33,6.4805,728.7586,53.15039999999999,0.0054
2021-08-25,17020.81,1678.54,6.4728,664.0437,34.186500000000024,-0.0139
2021-08-26,17058.25,1646.91,6.473,666.3632,12.290599999999984,0.0040999999999999995
2021-08-27,17013.97,1655.71,6.4863,658.8525,62.030399999999986,0.0014000000000000002
2021-08-30,17084.69,1645.05,6.4677,764.8171,18.867399999999975,-0.0009
2021-08-31,17066.52,1648.13,6.4679,906.5702,61.469799999999964,-0.0005
2021-09-01,17080.14,1654.43,6.468,970.7487000000001,76.88000000000005,0.0068000000000000005
2021-09-02,17106.83,1671.56,6.4594,814.21,51.36899999999997,-0.0055000000000000005
2021-09-03,17043.09,1671.02,6.4577,854.3685,70.6805,0.0155
2021-09-06,17130.19,1700.8,6.4529,800.2794,33.80649999999997,0.0141
2021-09-07,17200.93,1730.25,6.4533,700.4904,60.68610000000001,-0.0003
2021-09-08,17308.39,1718.15,6.4674,683.7551,-16.179500000000075,0.0016
2021-09-09,17396.37,1721.21,6.4615,676.4784,26.1515,0.0045000000000000005
2021-09-10,17414.96,1737.44,6.4566,779.5098,36.189299999999946,-0.0002
2021-09-13,17527.24,1731.13,6.4497,658.0074999999999,-38.243600000000015,-0.009899999999999999
2021-09-14,17543.12,1701.66,6.45,698.8770999999999,-41.28269999999998,-0.0015
2021-09-15,17583.61,1682.47,6.4492,670.8488,21.395100000000014,-0.0182
2021-09-16,17478.4,1642.81,6.433,790.8603,-30.14160000000004,0.0036
2021-09-23,17413.97,1640.61,6.4749,788.7366,-43.091200000000015,-0.0079
2021-09-24,17319.49,1632.47,6.4599,700.8987999999999,27.304899999999975,-0.0116
2021-09-27,17193.79,1611.89,6.4695,758.3093,14.77049999999997,0.0008
2021-09-28,17161.08,1611.92,6.4608,633.2724000000001,47.859099999999955,-0.0202
2021-09-29,17054.15,1571.67,6.4662,628.5802,-2.668200000000013,0.0154
2021-09-30,16853.08,1561.2,6.4854,569.6591,9.70459999999997,0.0072
2021-10-08,16961.13,1580.4,6.4604,735.1499,-25.717600000000004,-0.0018
2021-10-11,16995.55,1586.19,6.4479,559.7139999999999,1.8723999999999705,-0.0154
2021-10-12,16955.97,1571.36,6.4447,562.4451,-13.7851,0.0101
2021-10-15,16892.64,1617.62,6.4386,705.4413999999999,26.92629999999997,-0.0004
2021-10-18,16965.76,1619.0,6.43,527.6183,-80.18450000000007,0.008
2021-10-19,16997.86,1635.59,6.4307,530.0308,39.06480000000002,-0.0008
2021-10-20,17046.7,1635.88,6.4069,529.9272,40.79449999999997,0.0
2021-10-21,17047.32,1628.36,6.389,570.0198,101.53990000000002,-0.0016
2021-10-22,16986.72,1622.28,6.4032,595.6465000000001,131.81580000000002,0.0084
2021-10-25,17054.95,1632.09,6.3924,545.3779999999999,8.941900000000004,-0.0031
2021-10-26,17084.11,1620.39,6.389,556.4054,8.45339999999996,-0.0105
2021-10-27,17096.01,1588.67,6.3856,557.1783,-30.423699999999997,-0.013000000000000001
2021-10-28,17005.17,1513.78,6.3957,648.4671000000001,71.7185,0.0132
2021-10-29,16967.97,1498.29,6.3907,725.6734,47.37979999999999,0.0024
2021-11-01,17012.38,1501.81,6.4192,664.7756999999999,7.111899999999935,-0.01
2021-11-02,16957.31,1481.84,6.4009,685.1094,23.650300000000016,-0.0009
2021-11-03,16927.81,1467.02,6.4079,567.6661999999999,7.314599999999928,0.011000000000000001
2021-11-04,16972.13,1456.49,6.3943,543.6159,12.053899999999999,-0.0084
2021-11-05,16872.95,1433.85,6.398,518.4522,-5.989599999999967,0.0045000000000000005
2021-11-08,16927.17,1418.56,6.3959,506.2899,-10.025199999999984,0.0059
2021-11-09,16959.21,1410.43,6.3903,449.22249999999997,-21.15639999999999,-0.0028000000000000004
2021-11-10,16979.69,1406.47,6.3948,496.4433,-118.0978,0.0118
2021-11-11,16991.2,1421.21,6.4145,557.8552999999999,86.09740000000002,0.0031
2021-11-12,16980.06,1410.32,6.4065,510.92549999999994,36.2705,-0.0028000000000000004
2021-11-15,17000.26,1388.04,6.3896,540.582,33.82420000000002,-0.004699999999999999
2021-11-16,16966.36,1373.77,6.3924,539.2941000000001,41.9931,0.0083
2021-11-17,17006.28,1369.29,6.3935,456.1334,-2.378700000000009,-0.006
2021-11-18,17019.78,1352.76,6.3803,438.83119999999997,-44.52790000000002,0.0115
2021-11-19,17003.22,1357.58,6.3825,537.4551,82.92509999999999,0.011000000000000001
2021-11-22,17112.26,1360.54,6.3952,525.7724000000001,14.35269999999997,0.0001
2021-11-23,17148.37,1348.71,6.3929,559.96,52.22679999999997,-0.0003
2021-11-24,17186.54,1334.5,6.3903,500.5644,23.696699999999993,-0.0025
2021-11-25,17212.64,1324.69,6.398,452.586,11.71550000000002,-0.003
2021-11-26,17177.7,1314.98,6.3936,451.0985,-44.88889999999998,0.0023
2021-11-29,17204.95,1306.66,6.3872,569.6650999999999,32.84219999999999,0.0009
2021-11-30,17239.23,1287.39,6.3794,754.2723,-34.10640000000001,0.0026
2021-12-01,17269.28,1261.13,6.3693,553.0283000000001,30.009300000000053,-0.0037
2021-12-02,17249.89,1210.06,6.3719,546.7222999999999,30.212499999999977,0.008
2021-12-03,17231.09,1210.57,6.3738,600.7477,92.21039999999999,-0.0086
2021-12-06,17225.54,1191.42,6.3702,577.7105,3.951400000000035,-0.0036
2021-12-07,17195.91,1177.59,6.3738,667.398,79.49460000000002,0.015300000000000001
2021-12-08,17222.21,1193.69,6.3677,607.3054,96.84760000000003,0.0086
2021-12-09,17225.26,1197.95,6.3498,765.8897999999999,216.5631,0.0001
2021-12-10,17239.65,1183.71,6.3702,839.8591,91.48360000000002,0.0054
2021-12-13,17288.02,1184.42,6.3669,691.5051,53.65639999999996,-0.0034999999999999996
2021-12-14,17309.47,1174.36,6.3675,560.4748999999999,60.259299999999996,-0.0052
2021-12-15,17327.71,1165.92,6.3716,503.6693,7.516900000000049,0.0064
2021-12-16,17328.27,1171.37,6.3637,552.5092,58.84549999999999,-0.0132
2021-12-17,17260.67,1158.79,6.3651,642.5984000000001,-65.61199999999997,-0.0152
2021-12-20,17238.38,1141.36,6.3933,580.385,-9.707600000000014,0.009899999999999999
2021-12-21,17220.1,1151.9,6.3729,484.60620000000006,-9.970099999999974,0.003
2021-12-22,17232.45,1163.57,6.3703,462.72950000000003,-17.44909999999996,0.0031
2021-12-23,17239.08,1176.53,6.3651,480.35130000000004,24.918600000000026,-0.0109
2021-12-28,17212.41,1171.36,6.3728,551.4993999999999,12.925499999999971,-0.0088
2021-12-29,17211.38,1163.36,6.3735,495.37609999999995,6.619,0.0084
2021-12-30,17213.27,1194.03,6.3674,514.4418000000001,81.41409999999999,0.006
